seqid,start,end,strand,length,product
NC_014532.2,2411386,2412726,+,1341,replication-associated recombination protein A
NC_014532.2,2412728,2414110,-,1383,PLP-dependent aminotransferase family protein
NC_014532.2,2414239,2415438,+,1200,MFS transporter
NC_014532.2,2415478,2416110,-,633,outer membrane lipoprotein chaperone LolA
NC_014532.2,2416222,2419440,-,3219,DNA translocase FtsK
NC_014532.2,2419591,2420328,+,738,leucyl/phenylalanyl-tRNA--protein transferase
NC_014532.2,2420359,2421096,+,738,arginyltransferase
NC_014532.2,2421221,2421439,+,219,translation initiation factor IF-1
NC_014532.2,2421540,2423819,-,2280,ATP-dependent Clp protease ATP-binding subunit ClpA
NC_014532.2,2423959,2424324,-,366,ATP-dependent Clp protease adapter ClpS
NC_014532.2,2424682,2426916,-,2235,NADP-dependent isocitrate dehydrogenase
NC_014532.2,2427196,2427783,+,588,pseudouridine synthase
NC_014532.2,2427780,2428229,+,450,NUDIX domain-containing protein
NC_014532.2,2428427,2429539,+,1113,tRNA 2-thiouridine(34) synthase MnmA
NC_014532.2,2429536,2430174,+,639,high frequency lysogenization protein HflD
NC_014532.2,2430193,2431563,+,1371,adenylosuccinate lyase
NC_014532.2,2431677,2432852,+,1176,cupin domain-containing protein
NC_014532.2,2432857,2433291,+,435,GNAT family N-acetyltransferase
NC_014532.2,2433624,2435222,+,1599,isocitrate lyase
NC_014532.2,2435679,2435879,+,201,hypothetical protein
NC_014532.2,2436172,2436639,+,468,glycine zipper 2TM domain-containing protein
NC_014532.2,2436740,2437021,-,282,hypothetical protein
NC_014532.2,2437231,2437713,+,483,peptidylprolyl isomerase
NC_014532.2,2437808,2438446,-,639,CDP-alcohol phosphatidyltransferase family protein
NC_014532.2,2438575,2439198,+,624,peptide-methionine (S)-S-oxide reductase MsrA
NC_014532.2,2439120,2440415,-,1296,MFS transporter
NC_014532.2,2440503,2441381,+,879,LysR family transcriptional regulator
NC_014532.2,2441389,2441874,-,486,NlpC/P60 family protein
NC_014532.2,2442342,2444801,-,2460,DUF1266 domain-containing protein
NC_014532.2,2444999,2446444,+,1446,NAD-dependent succinate-semialdehyde dehydrogenase
NC_014532.2,2446478,2447776,+,1299,4-aminobutyrate--2-oxoglutarate transaminase
NC_014532.2,2447872,2448114,-,243,GlsB/YeaQ/YmgE family stress response membrane protein
NC_014532.2,2448166,2448717,-,552,DUF924 family protein
NC_014532.2,2448961,2450556,+,1596,solute:sodium symporter family transporter
NC_014532.2,2450726,2451745,+,1020,GlxA family transcriptional regulator
NC_014532.2,2451736,2452905,+,1170,MFS transporter
NC_014532.2,2452933,2454324,+,1392,YcjX family protein
NC_014532.2,2454321,2455376,+,1056,TIGR01620 family protein
NC_014532.2,2455398,2456636,-,1239,YbiU family protein
NC_014532.2,2456650,2457771,-,1122,ABC transporter ATP-binding protein
NC_014532.2,2457791,2458669,-,879,carbohydrate ABC transporter permease
NC_014532.2,2458662,2459603,-,942,carbohydrate ABC transporter permease
NC_014532.2,2459663,2460940,-,1278,ABC transporter substrate-binding protein
NC_014532.2,2461199,2462383,-,1185,AGE family epimerase/isomerase
NC_014532.2,2462519,2464009,-,1491,ATP-binding protein
NC_014532.2,2464006,2464731,-,726,response regulator
NC_014532.2,2464868,2465665,-,798,Cof-type HAD-IIB family hydrolase
NC_014532.2,2465786,2467480,-,1695,N-acetylglucosamine-specific PTS transporter subunit IIBC
NC_014532.2,2467477,2470017,-,2541,phosphoenolpyruvate--protein phosphotransferase
NC_014532.2,2470057,2471076,-,1020,SIS domain-containing protein
NC_014532.2,2471060,2472181,-,1122,N-acetylglucosamine-6-phosphate deacetylase
NC_014532.2,2472214,2472948,-,735,GntR family transcriptional regulator
NC_014532.2,2473174,2475114,+,1941,exoribonuclease II
NC_014532.2,2475294,2476412,+,1119,glycosyltransferase family 1 protein
NC_014532.2,2476405,2477526,+,1122,lysylphosphatidylglycerol synthase transmembrane domain-containing protein
NC_014532.2,2477441,2479189,-,1749,sodium:solute symporter
NC_014532.2,2479415,2480287,-,873,succinate--CoA ligase subunit alpha
NC_014532.2,2480287,2481453,-,1167,ADP-forming succinate--CoA ligase subunit beta
NC_014532.2,2481592,2483031,-,1440,dihydrolipoyl dehydrogenase
NC_014532.2,2483080,2484663,-,1584,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
NC_014532.2,2484706,2487537,-,2832,2-oxoglutarate dehydrogenase E1 component
NC_014532.2,2487754,2488464,-,711,succinate dehydrogenase iron-sulfur subunit
NC_014532.2,2488478,2490250,-,1773,succinate dehydrogenase flavoprotein subunit
NC_014532.2,2490254,2490601,-,348,"succinate dehydrogenase, hydrophobic membrane anchor protein"
NC_014532.2,2490595,2490972,-,378,"succinate dehydrogenase, cytochrome b556 subunit"
NC_014532.2,2491428,2492714,+,1287,citrate synthase
NC_014532.2,2492835,2493719,+,885,NAD(P)-dependent oxidoreductase
NC_014532.2,2494474,2495952,-,1479,glutamate--tRNA ligase
NC_014532.2,2496077,2496637,-,561,hypothetical protein
NC_014532.2,2496810,2497370,-,561,hypothetical protein
NC_014532.2,2498244,2499254,+,1011,tRNA dihydrouridine(20/20a) synthase DusA
NC_014532.2,2499264,2500295,-,1032,succinylglutamate desuccinylase/aspartoacylase family protein
NC_014532.2,2500455,2501075,+,621,TetR family transcriptional regulator
NC_014532.2,2501067,2501771,-,705,hypothetical protein
NC_014532.2,2501955,2505143,-,3189,efflux RND transporter permease subunit
NC_014532.2,2505140,2506429,-,1290,efflux RND transporter periplasmic adaptor subunit
NC_014532.2,2506539,2507987,-,1449,TolC family outer membrane protein
NC_014532.2,2508165,2509082,+,918,alpha/beta fold hydrolase
NC_014532.2,2509086,2509925,-,840,fructosamine kinase family protein
NC_014532.2,2510053,2510373,+,321,YqfO family protein
NC_014532.2,2510376,2510933,-,558,NUDIX hydrolase
NC_014532.2,2511028,2511648,+,621,CoA pyrophosphatase
NC_014532.2,2511645,2512295,+,651,2OG-Fe(II) oxygenase
NC_014532.2,2512366,2513229,-,864,MOSC domain-containing protein
NC_014532.2,2513308,2514003,-,696,aspartate/glutamate racemase family protein
NC_014532.2,2514097,2514612,-,516,GNAT family N-acetyltransferase
NC_014532.2,2514660,2515433,-,774,enoyl-CoA hydratase-related protein
NC_014532.2,2515558,2517345,-,1788,acyl-CoA dehydrogenase
NC_014532.2,2517414,2518796,-,1383,MFS transporter
NC_014532.2,2518956,2519594,-,639,class I SAM-dependent methyltransferase
NC_014532.2,2519634,2520014,+,381,VOC family protein
NC_014532.2,2520105,2520482,+,378,membrane protein
NC_014532.2,2520486,2521418,+,933,lysophospholipid acyltransferase family protein
NC_014532.2,2521603,2523150,+,1548,glucan biosynthesis protein
NC_014532.2,2523137,2525047,+,1911,glucans biosynthesis glucosyltransferase MdoH
NC_014532.2,2525305,2525973,+,669,thiaminase II
NC_014532.2,2526404,2528293,+,1890,phosphomethylpyrimidine synthase ThiC
NC_014532.2,2528443,2529582,+,1140,aminotransferase class V-fold PLP-dependent enzyme
NC_014532.2,2529697,2530302,-,606,Yip1 family protein
NC_014532.2,2530426,2531370,-,945,heme o synthase
NC_014532.2,2531328,2531657,-,330,cytochrome o ubiquinol oxidase subunit IV
NC_014532.2,2531659,2532273,-,615,cytochrome o ubiquinol oxidase subunit III
NC_014532.2,2532276,2534258,-,1983,cytochrome o ubiquinol oxidase subunit I
NC_014532.2,2534262,2535257,-,996,ubiquinol oxidase subunit II
NC_014532.2,2535541,2536263,-,723,DeoR/GlpR family DNA-binding transcription regulator
NC_014532.2,2536482,2537315,+,834,outer membrane protein OmpK
NC_014532.2,2537434,2538699,+,1266,NupC/NupG family nucleoside CNT transporter
NC_014532.2,2538818,2539591,+,774,deoxyribose-phosphate aldolase
NC_014532.2,2539591,2540916,+,1326,thymidine phosphorylase
NC_014532.2,2540913,2542124,+,1212,phosphopentomutase
NC_014532.2,2542128,2542856,+,729,purine-nucleoside phosphorylase
NC_014532.2,2542853,2543263,+,411,cytidine deaminase
NC_014532.2,2543326,2543718,+,393,gamma-glutamylcyclotransferase
NC_014532.2,2543761,2544504,+,744,dienelactone hydrolase family protein
NC_014532.2,2544621,2545052,-,432,acetyltransferase
NC_014532.2,2545262,2545627,-,366,glutathione S-transferase N-terminal domain-containing protein
NC_014532.2,2545690,2546661,-,972,LacI family DNA-binding transcriptional regulator
NC_014532.2,2546813,2547883,-,1071,Gfo/Idh/MocA family protein
NC_014532.2,2547883,2548662,-,780,ThuA domain-containing protein
NC_014532.2,2548914,2551226,-,2313,mechanosensitive ion channel family protein
NC_014532.2,2551327,2552319,+,993,amidoligase family protein
NC_014532.2,2552319,2552987,+,669,gamma-glutamyl-gamma-aminobutyrate hydrolase
NC_014532.2,2553261,2553692,-,432,OsmC family protein
NC_014532.2,2553862,2554746,+,885,aldo/keto reductase
NC_014532.2,2554743,2555399,-,657,FMN-binding negative transcriptional regulator
NC_014532.2,2555412,2556167,-,756,GNAT family N-acetyltransferase
NC_014532.2,2556180,2556626,-,447,GNAT family N-acetyltransferase
NC_014532.2,2556719,2558203,+,1485,PLP-dependent aminotransferase family protein
NC_014532.2,2558226,2558783,-,558,DUF1415 domain-containing protein
NC_014532.2,2558851,2560770,-,1920,winged helix-turn-helix domain-containing protein
NC_014532.2,2560995,2561600,+,606,DUF1326 domain-containing protein
NC_014532.2,2561622,2562353,+,732,DUF2182 domain-containing protein
NC_014532.2,2562468,2562743,+,276,YdeI/OmpD-associated family protein
NC_014532.2,2562808,2563488,-,681,deoxyribonuclease V
NC_014532.2,2563564,2564793,+,1230,exonuclease SbcCD subunit D C-terminal domain-containing protein
NC_014532.2,2564790,2568104,+,3315,AAA family ATPase
NC_014532.2,2568154,2569017,+,864,SDR family oxidoreductase
NC_014532.2,2569221,2569724,-,504,GFA family protein
NC_014532.2,2569801,2570289,-,489,hypothetical protein
NC_014532.2,2570440,2571558,-,1119,alkene reductase
NC_014532.2,2571814,2572980,+,1167,acetylornithine deacetylase
NC_014532.2,2573087,2574040,-,954,DMT family transporter
NC_014532.2,2574167,2575834,-,1668,DEAD/DEAH box helicase
NC_014532.2,2576229,2576681,+,453,YaiI/YqxD family protein
NC_014532.2,2576792,2577796,-,1005,glutathione S-transferase family protein
NC_014532.2,2578047,2578952,-,906,LysR family transcriptional regulator
NC_014532.2,2579055,2579933,+,879,pirin family protein
NC_014532.2,2580127,2581821,+,1695,peptidoglycan DD-metalloendopeptidase family protein
NC_014532.2,2581842,2583143,-,1302,RNA polymerase sigma factor
NC_014532.2,2583476,2583880,-,405,VOC family protein
NC_014532.2,2583899,2584273,-,375,YciI family protein
NC_014532.2,2584399,2585298,-,900,LysR family transcriptional regulator
NC_014532.2,2585455,2585820,+,366,DUF1127 domain-containing protein
NC_014532.2,2585884,2586882,-,999,LacI family DNA-binding transcriptional regulator
NC_014532.2,2587158,2588348,+,1191,Gfo/Idh/MocA family protein
NC_014532.2,2588345,2589424,+,1080,sugar phosphate isomerase/epimerase
NC_014532.2,2589457,2590689,+,1233,nucleoside permease
NC_014532.2,2590700,2591929,-,1230,MFS transporter
NC_014532.2,2592036,2592947,+,912,LysR substrate-binding domain-containing protein
NC_014532.2,2592933,2594573,-,1641,"murein L,D-transpeptidase"
NC_014532.2,2594799,2595473,+,675,"murein L,D-transpeptidase catalytic domain family protein"
NC_014532.2,2595757,2597106,+,1350,MFS transporter
NC_014532.2,2597434,2597907,+,474,peroxiredoxin
NC_014532.2,2597960,2598388,+,429,GFA family protein
NC_014532.2,2598515,2598907,+,393,VOC family protein
NC_014532.2,2598988,2599401,+,414,GNAT family N-acetyltransferase
NC_014532.2,2599519,2601660,-,2142,PhoX family phosphatase
NC_014532.2,2602011,2603771,+,1761,lipoprotein UxpA
NC_014532.2,2603768,2604244,+,477,hypothetical protein
NC_014532.2,2604266,2606368,+,2103,type II secretion system secretin GspD
NC_014532.2,2606365,2607849,+,1485,GspE/PulE family protein
NC_014532.2,2607883,2609085,+,1203,type II secretion system inner membrane protein GspF
NC_014532.2,2609118,2609561,+,444,type II secretion system major pseudopilin GspG
NC_014532.2,2609571,2610104,+,534,prepilin-type N-terminal cleavage/methylation domain-containing protein
NC_014532.2,2610097,2610468,+,372,type II secretion system minor pseudopilin GspI
NC_014532.2,2610495,2611094,+,600,type II secretion system protein GspJ
NC_014532.2,2611091,2612146,+,1056,type II secretion system minor pseudopilin GspK
NC_014532.2,2612143,2613369,+,1227,hypothetical protein
NC_014532.2,2613366,2613842,+,477,hypothetical protein
NC_014532.2,2613839,2614567,+,729,hypothetical protein
NC_014532.2,2614558,2615478,-,921,uroporphyrinogen-III C-methyltransferase
NC_014532.2,2615441,2618182,-,2742,nitrate reductase
NC_014532.2,2618583,2619176,+,594,ANTAR domain-containing response regulator
NC_014532.2,2619173,2620186,+,1014,CmpA/NrtA family ABC transporter substrate-binding protein
NC_014532.2,2620444,2621763,+,1320,NAD(P)/FAD-dependent oxidoreductase
NC_014532.2,2621760,2624264,+,2505,nitrite reductase large subunit NirB
NC_014532.2,2624513,2624887,+,375,nitrite reductase small subunit NirD
NC_014532.2,2625178,2626590,+,1413,PhoH family protein
NC_014532.2,2626698,2626916,-,219,hypothetical protein
NC_014532.2,2627024,2627689,-,666,alpha/beta hydrolase
NC_014532.2,2627867,2628073,-,207,cold-shock protein
NC_014532.2,2628272,2629927,-,1656,GMC family oxidoreductase
NC_014532.2,2630048,2631688,+,1641,FMN-binding glutamate synthase family protein
NC_014532.2,2631817,2632287,-,471,hypothetical protein
NC_014532.2,2632391,2632786,+,396,PepSY domain-containing protein
NC_014532.2,2632783,2633454,+,672,response regulator transcription factor
NC_014532.2,2633451,2634800,+,1350,HAMP domain-containing sensor histidine kinase
NC_014532.2,2634905,2635432,+,528,HPP family protein
NC_014532.2,2635535,2637463,+,1929,hypothetical protein
NC_014532.2,2637486,2637929,-,444,YtoQ family protein
NC_014532.2,2638141,2638746,+,606,gamma-glutamylcyclotransferase
NC_014532.2,2638771,2640027,+,1257,threonine ammonia-lyase
NC_014532.2,2640213,2641952,+,1740,NADP-dependent isocitrate dehydrogenase
NC_014532.2,2642025,2642351,+,327,YnfA family protein
NC_014532.2,2642450,2642881,+,432,MerR family transcriptional regulator
NC_014532.2,2642829,2643965,+,1137,MFS transporter
NC_014532.2,2644062,2644958,-,897,LysR family transcriptional regulator
NC_014532.2,2645082,2646290,+,1209,M20 aminoacylase family protein
NC_014532.2,2646347,2646571,+,225,DUF3311 domain-containing protein
NC_014532.2,2646564,2648039,+,1476,sodium:solute symporter
NC_014532.2,2648149,2649546,-,1398,sigma-54-dependent Fis family transcriptional regulator
NC_014532.2,2649618,2651210,-,1593,sodium:solute symporter family protein
NC_014532.2,2651242,2651436,-,195,hypothetical protein
NC_014532.2,2651496,2652758,-,1263,peptidase
NC_014532.2,2652808,2654067,-,1260,M20 family metallo-hydrolase
NC_014532.2,2654206,2655531,-,1326,PepSY domain-containing protein
NC_014532.2,2655652,2656071,-,420,DUF2946 domain-containing protein
NC_014532.2,2656186,2657571,-,1386,DHA2 family efflux MFS transporter permease subunit
NC_014532.2,2657904,2659133,+,1230,serine/threonine transporter SstT
NC_014532.2,2659205,2660233,-,1029,L-glyceraldehyde 3-phosphate reductase
NC_014532.2,2660428,2660958,+,531,helix-turn-helix domain-containing protein
NC_014532.2,2660955,2661686,+,732,AzlC family ABC transporter permease
NC_014532.2,2661679,2662020,+,342,AzlD domain-containing protein
NC_014532.2,2662100,2662822,-,723,phosphatase PAP2 family protein
NC_014532.2,2662844,2664058,-,1215,O-antigen ligase
NC_014532.2,2664460,2665638,+,1179,glycosyltransferase
NC_014532.2,2665622,2666917,+,1296,PIG-L deacetylase family protein
NC_014532.2,2667038,2668807,-,1770,GMC family oxidoreductase
NC_014532.2,2668884,2670233,-,1350,cytochrome c
NC_014532.2,2670294,2671025,-,732,gluconate 2-dehydrogenase subunit 3 family protein
NC_014532.2,2671845,2672192,+,348,SDR family NAD(P)-dependent oxidoreductase
NC_014532.2,2672566,2673054,+,489,hypothetical protein
NC_014532.2,2673079,2674593,+,1515,SulP family inorganic anion transporter
NC_014532.2,2675144,2676139,+,996,TRAP transporter substrate-binding protein
NC_014532.2,2676202,2676714,+,513,TRAP transporter small permease
NC_014532.2,2676717,2677985,+,1269,TRAP transporter large permease
NC_014532.2,2678007,2678780,+,774,SDR family oxidoreductase
NC_014532.2,2678800,2679735,+,936,3-hydroxyacyl-CoA dehydrogenase
NC_014532.2,2679767,2680699,+,933,3-keto-5-aminohexanoate cleavage protein
NC_014532.2,2680712,2681245,+,534,gamma carbonic anhydrase family protein
NC_014532.2,2681283,2682299,+,1017,LacI family DNA-binding transcriptional regulator
NC_014532.2,2682324,2683457,+,1134,glycerate kinase
NC_014532.2,2683875,2685401,-,1527,tripartite tricarboxylate transporter permease
NC_014532.2,2685407,2685928,-,522,tripartite tricarboxylate transporter TctB family protein
NC_014532.2,2686004,2686984,-,981,tripartite tricarboxylate transporter substrate binding protein
NC_014532.2,2687882,2688520,-,639,DUF2971 domain-containing protein
NC_014532.2,2688800,2690497,-,1698,hypothetical protein
NC_014532.2,2690494,2692218,-,1725,hypothetical protein
NC_014532.2,2692502,2693395,-,894,hypothetical protein
NC_014532.2,2693475,2693822,-,348,"DOPA 4,5-dioxygenase family protein"
NC_014532.2,2693938,2694930,-,993,hypothetical protein
NC_014532.2,2695016,2696530,-,1515,hypothetical protein
NC_014532.2,2696616,2698142,-,1527,ATP-binding protein
NC_014532.2,2698190,2698573,-,384,hypothetical protein
NC_014532.2,2698590,2698886,-,297,hypothetical protein
NC_014532.2,2698987,2699907,-,921,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NC_014532.2,2699897,2700673,-,777,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
